Name des Datensatzes:	BLOCK 2
Wiederholrate [ns]:	19.604
Zeit Shift [ns] (fest):	0.000
Offset (fest):	4.446

Komponente 1
tau [ns]:	5.907123
A:	0.010263
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
3.955078	487.707317	4.418945	3248.000000	3251.621986	-0.063553
3.979492	484.707317	4.443359	3262.000000	3239.046478	0.401890
4.003906	518.707317	4.467773	3250.000000	3226.564374	0.411088
4.028320	403.707317	4.492187	3122.000000	3214.040292	-1.647258
4.052734	439.707317	4.516602	3191.000000	3201.661325	-0.188733
4.077148	391.707317	4.541016	3161.000000	3189.146495	-0.500624
4.101562	382.707317	4.565430	3146.000000	3176.745588	-0.548155
4.125977	356.707317	4.589844	3262.000000	3164.271214	1.711120
4.150391	288.707317	4.614258	3147.000000	3151.879444	-0.086981
4.174805	254.707317	4.638672	2990.000000	3139.476476	-2.733614
4.199219	219.707317	4.663086	2991.000000	3127.072741	-2.488072
4.223633	193.707317	4.687500	3031.000000	3114.844779	-1.522941
4.248047	207.707317	4.711914	3042.000000	3102.532253	-1.097507
4.272461	164.707317	4.736328	3136.000000	3090.291277	0.816227
4.296875	151.707317	4.760742	3057.000000	3077.976176	-0.379384
4.321289	127.707317	4.785156	3054.000000	3065.836481	-0.214185
4.345703	127.707317	4.809570	3050.000000	3053.674164	-0.066529
4.370117	122.707317	4.833984	3039.000000	3041.603549	-0.047228
4.394531	92.707317	4.858398	3012.000000	3029.385413	-0.316780
4.418945	91.707317	4.882812	2954.000000	3017.207286	-1.162952
4.443359	78.707317	4.907227	3004.000000	3005.224769	-0.022346
4.467773	82.707317	4.931641	2941.000000	2993.291674	-0.964240
4.492187	73.707317	4.956055	2994.000000	2981.407797	0.230131
4.516602	82.707317	4.980469	3016.000000	2969.479474	0.847089
4.541016	64.707317	5.004883	2937.000000	2957.662656	-0.381271
4.565430	70.707317	5.029297	2942.000000	2945.863422	-0.071228
4.589844	58.707317	5.053711	3008.000000	2934.216698	1.345300
4.614258	61.707317	5.078125	2753.000000	2922.628395	-3.232924
4.638672	55.707317	5.102539	2855.000000	2910.921736	-1.046592
4.663086	50.707317	5.126953	2890.000000	2899.232208	-0.171734
4.687500	62.707317	5.151367	2761.000000	2887.622045	-2.409773
4.711914	49.707317	5.175781	2824.000000	2875.997462	-0.978475
4.736328	51.707317	5.200195	2818.000000	2864.566206	-0.877204
4.760742	39.707317	5.224609	2784.000000	2853.047100	-1.308612
4.785156	51.707317	5.249023	2796.000000	2841.637810	-0.863090
4.809570	44.707317	5.273437	2799.000000	2830.234040	-0.590373
4.833984	48.707317	5.297852	2733.000000	2818.918842	-1.643496
4.858398	29.707317	5.322266	2699.000000	2807.515315	-2.088765
4.882812	28.707317	5.346680	2693.000000	2796.241898	-1.989472
4.907227	42.707317	5.371094	2801.000000	2785.118821	0.300072
4.931641	42.707317	5.395508	2761.000000	2773.906624	-0.245629
4.956055	42.707317	5.419922	2768.000000	2762.740670	0.099965
4.980469	33.707317	5.444336	2728.000000	2751.537694	-0.450652
5.004883	39.707317	5.468750	2624.000000	2740.360155	-2.271550
5.029297	36.707317	5.493164	2631.000000	2729.342947	-1.917268
5.053711	46.707317	5.517578	2674.000000	2718.256950	-0.855856
5.078125	47.707317	5.541992	2656.000000	2707.216676	-0.993796
5.102539	31.707317	5.566406	2621.000000	2696.190784	-1.468693
5.126953	28.707317	5.590820	2640.000000	2685.303829	-0.881725
5.151367	31.707317	5.615234	2691.000000	2674.368315	0.320612
5.175781	25.707317	5.639648	2512.000000	2663.529827	-3.023349
5.200195	39.707317	5.664062	2615.000000	2652.798349	-0.739158
5.224609	26.707317	5.688477	2615.000000	2642.131902	-0.530572
5.249023	32.707317	5.712891	2571.000000	2631.447141	-1.192133
5.273437	28.707317	5.737305	2595.000000	2620.847986	-0.507409
5.297852	32.707317	5.761719	2597.000000	2610.219856	-0.259412
5.322266	19.707317	5.786133	2576.000000	2599.666715	-0.466300
5.346680	27.707317	5.810547	2626.000000	2589.167484	0.718760
5.371094	37.707317	5.834961	2524.000000	2578.711557	-1.089016
5.395508	24.707317	5.859375	2503.000000	2568.194910	-1.303117
5.419922	24.707317	5.883789	2536.000000	2557.721639	-0.431338
5.444336	16.707317	5.908203	2516.000000	2547.353871	-0.625080
5.468750	14.707317	5.932617	2526.000000	2537.143094	-0.221712
5.493164	25.707317	5.957031	2552.000000	2526.808279	0.498675
5.517578	14.707317	5.981445	2403.000000	2516.505705	-2.315479
5.541992	14.707317	6.005859	2569.000000	2506.380621	1.235454
5.566406	11.707317	6.030273	2387.000000	2496.276530	-2.236664
5.590820	20.707317	6.054687	2504.000000	2486.151805	0.356679
5.615234	11.707317	6.079102	2572.000000	2476.027301	1.892397
5.639648	16.707317	6.103516	2431.000000	2465.923787	-0.708319
5.664062	22.707317	6.127930	2483.000000	2455.872328	0.544408
5.688477	24.707317	6.152344	2389.000000	2445.831173	-1.162729
5.712891	18.707317	6.176758	2400.000000	2435.935277	-0.733526
5.737305	22.707317	6.201172	2423.000000	2426.069812	-0.062364
5.761719	15.707317	6.225586	2321.000000	2416.193114	-1.975914
5.786133	18.707317	6.250000	2310.000000	2406.471382	-2.007209
5.810547	19.707317	6.274414	2407.000000	2396.685901	0.210229
5.834961	19.707317	6.298828	2343.000000	2386.961549	-0.908211
5.859375	9.707317	6.323242	2366.000000	2377.360381	-0.233553
5.883789	9.707317	6.347656	2292.000000	2367.726121	-1.581752
5.908203	15.707317	6.372070	2307.000000	2358.141981	-1.064765
5.932617	26.707317	6.396484	2258.000000	2348.555834	-1.905700
5.957031	10.707317	6.420898	2329.000000	2339.071530	-0.208694
5.981445	9.707317	6.445312	2292.000000	2329.564037	-0.784630
6.005859	22.707317	6.469727	2355.000000	2320.178834	0.717543
6.030273	20.707317	6.494141	2251.000000	2310.738879	-1.259126
6.054687	14.707317	6.518555	2113.000000	2301.275552	-4.095851
6.079102	10.707317	6.542969	2280.000000	2291.975869	-0.250807
6.103516	8.707317	6.567383	2259.000000	2282.756081	-0.499824
6.127930	9.707317	6.591797	2307.000000	2273.470474	0.698077
6.152344	6.707317	6.616211	2256.000000	2264.264704	-0.174003
6.176758	16.707317	6.640625	2172.000000	2255.128056	-1.783683
6.201172	15.707317	6.665039	2198.000000	2246.008322	-1.024006
6.225586	10.707317	6.689453	2263.000000	2236.915818	0.548321
6.250000	21.707317	6.713867	2238.000000	2227.860816	0.214325
6.274414	11.707317	6.738281	2263.000000	2218.770469	0.929758
6.298828	13.707317	6.762695	2195.000000	2209.655309	-0.312808
6.323242	21.707317	6.787109	2217.000000	2200.712741	0.345912
6.347656	14.707317	6.811523	2176.000000	2191.692828	-0.336412
6.372070	15.707317	6.835937	2224.000000	2182.793192	0.873779
6.396484	11.707317	6.860352	2103.000000	2173.909494	-1.546268
6.420898	17.707317	6.884766	2175.000000	2165.145512	0.211302
6.445312	11.707317	6.909180	2110.000000	2156.303448	-1.008027
6.469727	19.707317	6.933594	2133.000000	2147.539390	-0.314812
6.494141	10.707317	6.958008	2116.000000	2138.863401	-0.497030
6.518555	4.707317	6.982422	2066.000000	2130.119352	-1.410665
6.542969	16.707317	7.006836	2143.000000	2121.504827	0.464333
6.567383	20.707317	7.031250	1986.000000	2112.821988	-2.845804
6.591797	10.707317	7.055664	2063.000000	2104.268421	-0.908591
6.616211	14.707317	7.080078	2173.000000	2095.687826	1.658510
6.640625	17.707317	7.104492	2000.000000	2087.142621	-1.948568
6.665039	15.707317	7.128906	2000.000000	2078.663814	-1.758976
6.689453	14.707317	7.153320	2024.000000	2070.147286	-1.025749
6.713867	14.707317	7.177734	2039.000000	2061.738576	-0.503564
6.738281	7.707317	7.202148	2083.000000	2053.333393	0.650015
6.762695	1.707317	7.226562	2021.000000	2044.983647	-0.533497
6.787109	14.707317	7.250977	1941.000000	2036.626800	-2.170535
6.811523	3.707317	7.275391	1939.000000	2028.294037	-2.027839
6.835937	11.707317	7.299805	2002.000000	2020.068333	-0.403818
6.860352	9.707317	7.324219	1977.000000	2011.793480	-0.782518
6.884766	17.707317	7.348633	1927.000000	2003.656601	-1.746259
6.909180	6.707317	7.373047	1998.000000	1995.501359	0.055899
6.933594	10.707317	7.397461	1961.000000	1987.421292	-0.596644
6.958008	15.707317	7.421875	1925.000000	1979.395319	-1.239784
6.982422	5.707317	7.446289	2002.000000	1971.340143	0.685233
7.006836	14.707317	7.470703	1915.000000	1963.297420	-1.103671
7.031250	4.707317	7.495117	1886.000000	1955.422868	-1.598570
7.055664	13.707317	7.519531	1958.000000	1947.414642	0.239221
7.080078	7.707317	7.543945	1952.000000	1939.460215	0.283825
7.104492	7.707317	7.568359	1964.000000	1931.559365	0.732013
7.128906	10.707317	7.592773	1925.000000	1923.649563	0.030779
7.153320	3.707317	7.617187	1952.000000	1915.834692	0.818563
7.177734	10.707317	7.641602	1856.000000	1908.010515	-1.207264
7.202148	7.707317	7.666016	1905.000000	1900.228993	0.109311
7.226562	9.707317	7.690430	1935.000000	1892.438028	0.967567
7.250977	5.707317	7.714844	1901.000000	1884.731118	0.373136
7.275391	4.707317	7.739258	1908.000000	1877.035227	0.708890
7.299805	11.707317	7.763672	1850.000000	1869.288001	-0.448437
7.324219	3.707317	7.788086	1770.000000	1861.645419	-2.178332
7.348633	13.707317	7.812500	1851.000000	1854.055128	-0.071011
7.373047	8.707317	7.836914	1805.000000	1846.506527	-0.976962
7.397461	12.707317	7.861328	1751.000000	1838.916369	-2.101003
7.421875	14.707317	7.885742	1845.000000	1831.419823	0.316160
7.446289	8.707317	7.910156	1816.000000	1823.933427	-0.186167
7.470703	6.707317	7.934570	1793.000000	1816.540215	-0.555930
7.495117	19.707317	7.958984	1793.000000	1809.115190	-0.380579
7.519531	3.707317	7.983398	1754.000000	1801.741557	-1.139939
7.543945	5.707317	8.007812	1753.000000	1794.450260	-0.990003
7.568359	7.707317	8.032227	1757.000000	1787.137112	-0.718978
7.592773	3.707317	8.056641	1859.000000	1779.874897	1.835163
7.617187	9.707317	8.081055	1753.000000	1772.694556	-0.470387
7.641602	5.707317	8.105469	1777.000000	1765.512677	0.272505
7.666016	6.707317	8.129883	1776.000000	1758.329266	0.419308
7.690430	2.707317	8.154297	1709.000000	1751.102791	-1.018450
7.714844	7.707317	8.178711	1700.000000	1743.937275	-1.065635
7.739258	5.707317	8.203125	1748.000000	1736.801313	0.267853
