Name des Datensatzes:	<3>
Wiederholrate [ns]:	19.580
Zeit Shift [ns] (fest):	0.000
Offset (fest):	3.549

Komponente 1
tau [ns]:	6.011265
A:	0.024447
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
5.468750	11.743902	5.932617	1339.000000	1371.181472	-0.879459
5.493164	4.743902	5.957031	1370.000000	1365.607161	0.118682
5.517578	5.743902	5.981445	1335.000000	1360.203967	-0.689808
5.541992	2.743902	6.005859	1327.000000	1354.698904	-0.760374
5.566406	3.743902	6.030273	1301.000000	1349.364676	-1.340879
5.590820	3.743902	6.054687	1271.000000	1344.175840	-2.052556
5.615234	9.743902	6.079102	1277.000000	1338.859510	-1.731056
5.639648	3.743902	6.103516	1276.000000	1333.638990	-1.613582
5.664062	2.743902	6.127930	1288.000000	1328.340614	-1.124047
5.688477	1.743902	6.152344	1312.000000	1323.088467	-0.306129
5.712891	5.743902	6.176758	1322.000000	1317.907116	0.112568
5.737305	0.743902	6.201172	1317.000000	1312.771519	0.116518
5.761719	4.743902	6.225586	1322.000000	1307.557722	0.397210
5.786133	7.743902	6.250000	1252.000000	1302.464073	-1.426199
5.810547	9.743902	6.274414	1296.000000	1297.242546	-0.034515
5.834961	7.743902	6.298828	1242.000000	1292.017428	-1.419255
5.859375	2.743902	6.323242	1311.000000	1286.862997	0.666626
5.883789	4.743902	6.347656	1284.000000	1281.877980	0.059220
5.908203	7.743902	6.372070	1224.000000	1276.764646	-1.508177
5.932617	0.743902	6.396484	1259.000000	1271.746298	-0.359229
5.957031	-1.256098	6.420898	1227.000000	1266.649274	-1.131913
5.981445	4.743902	6.445312	1183.000000	1261.622417	-2.285883
6.005859	-0.256098	6.469727	1229.000000	1256.615935	-0.787742
6.030273	5.743902	6.494141	1253.000000	1251.679253	0.037312
6.054687	10.743902	6.518555	1201.000000	1246.713072	-1.319073
6.079102	4.743902	6.542969	1250.000000	1241.674343	0.235485
6.103516	7.743902	6.567383	1198.000000	1236.656037	-1.116835
6.127930	3.743902	6.591797	1188.000000	1231.658071	-1.266649
6.152344	4.743902	6.616211	1114.000000	1226.680362	-3.376025
6.176758	6.743902	6.640625	1158.000000	1221.722829	-1.872582
6.201172	7.743902	6.665039	1217.000000	1216.785390	0.006152
6.225586	3.743902	6.689453	1191.000000	1211.867962	-0.604678
6.250000	7.743902	6.713867	1222.000000	1206.970466	0.429942
6.274414	1.743902	6.738281	1232.000000	1202.092820	0.852060
6.298828	0.743902	6.762695	1165.000000	1197.234944	-0.944417
6.323242	2.743902	6.787109	1175.000000	1192.396757	-0.507516
6.347656	8.743902	6.811523	1131.000000	1187.578181	-1.682355
6.372070	2.743902	6.835937	1182.000000	1182.779134	-0.022662
6.396484	5.743902	6.860352	1196.000000	1177.999539	0.520497
6.420898	1.743902	6.884766	1148.000000	1173.239317	-0.744915
6.445312	3.743902	6.909180	1149.000000	1168.498388	-0.575226
6.469727	3.743902	6.933594	1148.000000	1163.776675	-0.465634
6.494141	5.743902	6.958008	1122.000000	1159.074100	-1.106813
6.518555	3.743902	6.982422	1135.000000	1154.390585	-0.575563
7.006836	1147.000000	1149.726053	-0.080492
7.031250	1137.000000	1145.080427	-0.239637
7.055664	1215.000000	1140.453631	2.138643
7.080078	1127.000000	1135.845587	-0.263490
7.104492	1112.000000	1131.256221	-0.577456
7.128906	1095.000000	1126.685456	-0.957531
7.153320	1156.000000	1122.133217	0.996082
7.177734	1103.000000	1117.599429	-0.439590
7.202148	1089.000000	1113.084017	-0.729819
7.226562	1142.000000	1108.586907	0.988743
7.250977	1074.000000	1104.108024	-0.918714
7.275391	1142.000000	1099.647295	1.253280
7.299805	1068.000000	1095.204645	-0.832449
7.324219	1132.000000	1090.780003	1.225137
7.348633	1061.000000	1086.373294	-0.778967
7.373047	1035.000000	1081.984446	-1.460441
7.397461	1120.000000	1077.613387	1.266542
7.421875	1054.000000	1073.260044	-0.593249
7.446289	1062.000000	1068.924347	-0.212479
7.470703	1076.000000	1064.606222	0.347345
7.495117	1079.000000	1060.305599	0.569116
7.519531	1091.000000	1056.022408	1.058955
7.543945	1020.000000	1051.756577	-0.994337
7.568359	1090.000000	1047.508036	1.287044
7.592773	1064.000000	1043.276715	0.635313
7.617187	1012.000000	1039.062544	-0.850704
7.641602	1021.000000	1034.865453	-0.433932
7.666016	1054.000000	1030.685375	0.718138
7.690430	1056.000000	1026.522238	0.907115
7.714844	976.000000	1022.375976	-1.484459
7.739258	1036.000000	1018.246519	0.551574
7.763672	990.000000	1014.133799	-0.767022
7.788086	1057.000000	1010.037748	1.444480
7.812500	973.000000	1005.958300	-1.056595
7.836914	990.000000	1001.895386	-0.378060
7.861328	939.000000	997.848940	-1.920463
7.885742	1045.000000	993.818894	1.583257
7.910156	1045.000000	989.805183	1.707419
7.934570	1027.000000	985.807741	1.285377
7.958984	1065.000000	981.826500	2.548650
7.983398	1022.000000	977.861396	1.380680
8.007812	1041.000000	973.912363	2.079300
8.032227	958.000000	969.979336	-0.387035
8.056641	950.000000	966.062250	-0.521128
8.081055	1029.000000	962.161041	2.083637
8.105469	981.000000	958.275644	0.725533
8.129883	930.000000	954.405995	-0.800304
8.154297	996.000000	950.552030	1.440074
8.178711	897.000000	946.713686	-1.659892
8.203125	927.000000	942.890900	-0.521926
8.227539	925.000000	939.083607	-0.463066
8.251953	937.000000	935.291747	0.055806
8.276367	943.000000	931.515255	0.373995
8.300781	967.000000	927.754070	1.262064
8.325195	937.000000	924.008129	0.424426
8.349609	886.000000	920.277372	-1.151571
8.374023	870.000000	916.561735	-1.578591
8.398437	943.000000	912.861159	0.981456
8.422852	940.000000	909.175582	1.005382
8.447266	903.000000	905.504943	-0.083359
8.471680	854.000000	901.849181	-1.637365
8.496094	872.000000	898.208237	-0.887523
8.520508	918.000000	894.582050	0.772908
8.544922	865.000000	890.970561	-0.883026
